tile_type,pip_name,speed_index,fwd_type,fwd_slow_max,fwd_slow_min,fwd_fast_max,fwd_fast_min,fwd_res,fwd_in_cap
HCLK_R,HCLK_CK_BUFHCLK0->>HCLK_CK_INOUT_R0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_R,HCLK_CK_BUFHCLK0->>HCLK_LEAF_CLK_B_TOP1,2213,tl_buffer,0.193,0.191,0.074,0.072,,
HCLK_R_BOT_UTURN,HCLK_CK_BUFHCLK0->>HCLK_CK_INOUT_R0,656,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
HCLK_R_BOT_UTURN,HCLK_CK_BUFHCLK0->>HCLK_LEAF_CLK_B_TOP1,2213,tl_buffer,0.193,0.191,0.074,0.072,,
INT_INTERFACE_L,INT_INTERFACE_LOGIC_OUTS_L_B0->>INT_INTERFACE_LOGIC_OUTS_L0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
INT_INTERFACE_R,INT_INTERFACE_LOGIC_OUTS_B0->>INT_INTERFACE_LOGIC_OUTS0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
INT_L,BYP_ALT0->>BYP_BOUNCE0,2338,buffer_switch,0.178,0.147,0.059,0.049,1476.4880625,0.000
INT_L,BYP_ALT0->>BYP_L0,2339,buffer_switch,0.179,0.148,0.055,0.045,3489.880625,0.000
INT_L,BYP_BOUNCE0->>FAN_ALT7,2340,buffer_switch,0.000,0.000,0.000,0.000,0.0,7.570
INT_L,BYP_BOUNCE0->>BYP_ALT5,2341,buffer_switch,0.000,0.000,0.000,0.000,0.0,7.570
INT_L,BYP_BOUNCE0->>IMUX_L4,2342,buffer_switch,0.138,0.114,0.047,0.038,1610.7141875,7.713
INT_L,BYP_BOUNCE1->>GFAN1,2343,buffer_switch,0.170,0.141,0.072,0.059,1643.45225,7.485
INT_L,BYP_BOUNCE4->>CTRL_L1,2344,buffer_switch,0.189,0.156,0.061,0.050,3391.6664374999996,6.325
INT_L,EE2END0->>WR1BEG1,2345,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_L,EE2END1->>WR1BEG2,2346,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_L,EE2END2->>WR1BEG3,2347,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_L,EE2END0->>SW6BEG0,2348,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_L,EE2END1->>SW6BEG1,2349,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_L,EE2END2->>SW6BEG2,2350,buffer_switch,0.180,0.149,0.079,0.065,1584.5231875,9.979
INT_L,EE2END3->>SW6BEG3,2351,buffer_switch,0.180,0.149,0.079,0.065,1584.5231875,9.979
INT_L,EE2END0->>SS6BEG0,2352,buffer_switch,0.189,0.156,0.085,0.070,1584.5231875,9.979
INT_L,EE2END1->>SS6BEG1,2353,buffer_switch,0.189,0.156,0.085,0.070,1584.5231875,9.979
INT_L,EE2END2->>SS6BEG2,2354,buffer_switch,0.189,0.156,0.086,0.071,1584.5231875,9.979
INT_L,EE2END3->>SS6BEG3,2355,buffer_switch,0.189,0.156,0.086,0.071,1584.5231875,9.979
INT_L,EE2END0->>SS2BEG0,2356,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_L,EE2END1->>SS2BEG1,2357,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_L,EE2END2->>SS2BEG2,2358,buffer_switch,0.131,0.108,0.059,0.049,1185.1186875,8.473
INT_L,EE2END3->>SS2BEG3,2359,buffer_switch,0.131,0.108,0.059,0.049,1185.1186875,8.473
INT_L,EE2END0->>SL1BEG0,2360,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,EE2END1->>SL1BEG1,2361,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,EE2END2->>SL1BEG2,2362,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,EE2END3->>SL1BEG3,2363,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,EE2END0->>SE6BEG0,2364,buffer_switch,0.177,0.146,0.077,0.063,1584.5231875,9.979
INT_L,EE2END1->>SE6BEG1,2365,buffer_switch,0.177,0.146,0.077,0.063,1584.5231875,9.979
INT_L,EE2END2->>SE6BEG2,2366,buffer_switch,0.179,0.148,0.078,0.064,1584.5231875,9.979
INT_L,EE2END3->>SE6BEG3,2367,buffer_switch,0.179,0.148,0.078,0.064,1584.5231875,9.979
INT_L,EE2END0->>SE2BEG0,2368,buffer_switch,0.138,0.114,0.041,0.033,1185.1186875,8.473
INT_L,EE2END1->>SE2BEG1,2369,buffer_switch,0.138,0.114,0.041,0.033,1185.1186875,8.473
INT_L,EE2END2->>SE2BEG2,2370,buffer_switch,0.138,0.114,0.042,0.034,1185.1186875,8.473
INT_L,EE2END3->>SE2BEG3,2371,buffer_switch,0.138,0.114,0.042,0.034,1185.1186875,8.473
INT_L,EE2END0->>NR1BEG0,2372,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_L,EE2END1->>NR1BEG1,2373,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_L,EE2END2->>NR1BEG2,2374,buffer_switch,0.131,0.108,0.056,0.046,1162.20225,8.429
INT_L,EE2END3->>NR1BEG3,2375,buffer_switch,0.131,0.108,0.056,0.046,1162.20225,8.429
INT_L,EE2END0->>NN6BEG0,2376,buffer_switch,0.180,0.149,0.081,0.067,1584.5231875,9.979
INT_L,EE2END1->>NN6BEG1,2377,buffer_switch,0.180,0.149,0.081,0.067,1584.5231875,9.979
INT_L,EE2END2->>NN6BEG2,2378,buffer_switch,0.185,0.153,0.084,0.069,1584.5231875,9.979
INT_L,EE2END3->>NN6BEG3,2379,buffer_switch,0.185,0.153,0.084,0.069,1584.5231875,9.979
INT_L,EE2END0->>NN2BEG0,2380,buffer_switch,0.132,0.109,0.060,0.050,1185.1186875,8.473
INT_L,EE2END1->>NN2BEG1,2381,buffer_switch,0.132,0.109,0.060,0.050,1185.1186875,8.473
INT_L,EE2END2->>NN2BEG2,2382,buffer_switch,0.133,0.110,0.060,0.050,1185.1186875,8.473
INT_L,EE2END3->>NN2BEG3,2383,buffer_switch,0.133,0.110,0.060,0.050,1185.1186875,8.473
INT_L,EE2END0->>NE6BEG0,2384,buffer_switch,0.176,0.145,0.076,0.062,1584.5231875,9.979
INT_L,EE2END1->>NE6BEG1,2385,buffer_switch,0.176,0.145,0.076,0.062,1584.5231875,9.979
INT_L,EE2END2->>NE6BEG2,2386,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_L,EE2END3->>NE6BEG3,2387,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_L,EE2END0->>NE2BEG0,2388,buffer_switch,0.134,0.111,0.041,0.033,1185.1186875,8.473
INT_L,EE2END1->>NE2BEG1,2389,buffer_switch,0.134,0.111,0.041,0.033,1185.1186875,8.473
INT_L,EE2END2->>NE2BEG2,2390,buffer_switch,0.139,0.115,0.042,0.034,1185.1186875,8.473
INT_L,EE2END3->>NE2BEG3,2391,buffer_switch,0.139,0.115,0.042,0.034,1185.1186875,8.473
INT_L,EE2END0->>ER1BEG1,2392,buffer_switch,0.124,0.103,0.044,0.036,1162.20225,8.429
INT_L,EE2END1->>ER1BEG2,2393,buffer_switch,0.122,0.101,0.044,0.036,1162.20225,8.429
INT_L,EE2END2->>ER1BEG3,2394,buffer_switch,0.122,0.101,0.044,0.036,1162.20225,8.429
INT_L,EE2END0->>EL1BEG_N3,2395,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_L,EE2END0->>EE4BEG0,2396,buffer_switch,0.165,0.136,0.070,0.057,1237.5,9.404
INT_L,EE2END1->>EE4BEG1,2397,buffer_switch,0.165,0.136,0.070,0.057,1237.5,9.404
INT_L,EE2END2->>EE4BEG2,2398,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_L,EE2END3->>EE4BEG3,2399,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_L,EE2END0->>EE2BEG0,2400,buffer_switch,0.139,0.115,0.061,0.050,1185.1186875,8.473
INT_L,EE2END1->>EE2BEG1,2401,buffer_switch,0.139,0.115,0.061,0.050,1185.1186875,8.473
INT_L,EE2END2->>EE2BEG2,2402,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_L,EE2END3->>EE2BEG3,2403,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_L,EE2END1->>EL1BEG0,2404,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_L,EE2END2->>EL1BEG1,2405,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_L,EE2END3->>EL1BEG2,2406,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_L,EE2END3->>WR1BEG_S0,2407,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_L,EE2END3->>ER1BEG_S0,2408,buffer_switch,0.124,0.103,0.044,0.036,1162.20225,8.429
INT_L,EE4END3->>LH12,2409,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
INT_L,ER1END0->>LV_L18,2410,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
INT_L,ER1END1->>CLK_L1,2411,buffer_switch,0.175,0.153,0.071,0.058,1915.178375,15.097
INT_L,FAN_ALT0->>FAN_BOUNCE0,2412,buffer_switch,0.178,0.147,0.059,0.049,1476.4880625,0.000
INT_L,FAN_ALT0->>FAN_L0,2413,buffer_switch,0.179,0.148,0.055,0.045,3489.880625,0.000
INT_L,GCLK_L_B10->>GCLK_L_B10_WEST,2414,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
INT_L,LH0->>WW4BEG3,2415,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_L,LH6->>WW4BEG1,2416,buffer_switch,0.168,0.139,0.072,0.059,1237.5,9.404
INT_L,LH12->>WW4BEG0,2417,buffer_switch,0.168,0.139,0.072,0.059,1237.5,9.404
INT_L,LH0->>NW6BEG3,2418,buffer_switch,0.178,0.147,0.078,0.064,1584.5231875,9.979
INT_L,LH6->>NW6BEG1,2419,buffer_switch,0.175,0.144,0.075,0.062,1584.5231875,9.979
INT_L,LH12->>NW6BEG0,2420,buffer_switch,0.175,0.144,0.075,0.062,1584.5231875,9.979
INT_L,LOGIC_OUTS_L2->>WW4BEG2,2421,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_L,LOGIC_OUTS_L0->>WW2BEG0,2422,buffer_switch,0.143,0.118,0.063,0.052,1185.1186875,8.473
INT_L,LOGIC_OUTS_L1->>WW2BEG1,2423,buffer_switch,0.143,0.118,0.063,0.052,1185.1186875,8.473
INT_L,LOGIC_OUTS_L2->>WW2BEG2,2424,buffer_switch,0.142,0.118,0.063,0.052,1185.1186875,8.473
INT_L,LOGIC_OUTS_L3->>WW2BEG3,2425,buffer_switch,0.142,0.118,0.063,0.052,1185.1186875,8.473
INT_L,LOGIC_OUTS_L0->>WL1BEG_N3,2426,buffer_switch,0.124,0.103,0.042,0.034,1162.20225,8.429
INT_L,LOGIC_OUTS_L0->>SW2BEG0,2427,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L1->>SW2BEG1,2428,buffer_switch,0.132,0.109,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L2->>SW2BEG2,2429,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L3->>SW2BEG3,2430,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L0->>SR1BEG1,2431,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_L,LOGIC_OUTS_L1->>SR1BEG2,2432,buffer_switch,0.140,0.116,0.057,0.047,1162.20225,8.429
INT_L,LOGIC_OUTS_L2->>SR1BEG3,2433,buffer_switch,0.140,0.116,0.057,0.047,1162.20225,8.429
INT_L,LOGIC_OUTS_L0->>NL1BEG_N3,2434,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,LOGIC_OUTS_L2->>NW6BEG2,2435,buffer_switch,0.178,0.147,0.078,0.064,1584.5231875,9.979
INT_L,LOGIC_OUTS_L0->>NW2BEG0,2436,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L1->>NW2BEG1,2437,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_L,LOGIC_OUTS_L2->>NW2BEG2,2438,buffer_switch,0.140,0.116,0.043,0.035,1185.1186875,8.473
INT_L,LOGIC_OUTS_L3->>NW2BEG3,2439,buffer_switch,0.140,0.116,0.043,0.035,1185.1186875,8.473
INT_L,LOGIC_OUTS_L1->>WL1BEG0,2440,buffer_switch,0.123,0.102,0.042,0.034,1162.20225,8.429
INT_L,LOGIC_OUTS_L2->>WL1BEG1,2441,buffer_switch,0.123,0.102,0.042,0.034,1162.20225,8.429
INT_L,LOGIC_OUTS_L3->>WL1BEG2,2442,buffer_switch,0.124,0.103,0.042,0.034,1162.20225,8.429
INT_L,LOGIC_OUTS_L1->>NL1BEG0,2443,buffer_switch,0.130,0.107,0.053,0.044,1162.20225,8.429
INT_L,LOGIC_OUTS_L2->>NL1BEG1,2444,buffer_switch,0.130,0.107,0.053,0.044,1162.20225,8.429
INT_L,LOGIC_OUTS_L3->>NL1BEG2,2445,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_L,LOGIC_OUTS_L3->>SR1BEG_S0,2446,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_L,LV_L18<<->>LH12,2447,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
INT_R,BYP_ALT0->>BYP_BOUNCE0,2338,buffer_switch,0.178,0.147,0.059,0.049,1476.4880625,0.000
INT_R,BYP_ALT0->>BYP0,2339,buffer_switch,0.179,0.148,0.055,0.045,3489.880625,0.000
INT_R,BYP_BOUNCE0->>FAN_ALT7,2340,buffer_switch,0.000,0.000,0.000,0.000,0.0,7.570
INT_R,BYP_BOUNCE0->>BYP_ALT5,2341,buffer_switch,0.000,0.000,0.000,0.000,0.0,7.570
INT_R,BYP_BOUNCE0->>IMUX4,2342,buffer_switch,0.138,0.114,0.047,0.038,1610.7141875,7.713
INT_R,BYP_BOUNCE1->>GFAN1,2343,buffer_switch,0.170,0.141,0.072,0.059,1643.45225,7.485
INT_R,BYP_BOUNCE4->>CTRL1,2344,buffer_switch,0.189,0.156,0.061,0.050,3391.6664374999996,6.325
INT_R,EE2END0->>WR1BEG1,2345,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_R,EE2END1->>WR1BEG2,2346,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_R,EE2END2->>WR1BEG3,2347,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_R,EE2END0->>SW6BEG0,2348,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_R,EE2END1->>SW6BEG1,2349,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_R,EE2END2->>SW6BEG2,2350,buffer_switch,0.180,0.149,0.079,0.065,1584.5231875,9.979
INT_R,EE2END3->>SW6BEG3,2351,buffer_switch,0.180,0.149,0.079,0.065,1584.5231875,9.979
INT_R,EE2END0->>SS6BEG0,2352,buffer_switch,0.189,0.156,0.085,0.070,1584.5231875,9.979
INT_R,EE2END1->>SS6BEG1,2353,buffer_switch,0.189,0.156,0.085,0.070,1584.5231875,9.979
INT_R,EE2END2->>SS6BEG2,2354,buffer_switch,0.189,0.156,0.086,0.071,1584.5231875,9.979
INT_R,EE2END3->>SS6BEG3,2355,buffer_switch,0.189,0.156,0.086,0.071,1584.5231875,9.979
INT_R,EE2END0->>SS2BEG0,2356,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_R,EE2END1->>SS2BEG1,2357,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_R,EE2END2->>SS2BEG2,2358,buffer_switch,0.131,0.108,0.059,0.049,1185.1186875,8.473
INT_R,EE2END3->>SS2BEG3,2359,buffer_switch,0.131,0.108,0.059,0.049,1185.1186875,8.473
INT_R,EE2END0->>SL1BEG0,2360,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,EE2END1->>SL1BEG1,2361,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,EE2END2->>SL1BEG2,2362,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,EE2END3->>SL1BEG3,2363,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,EE2END0->>SE6BEG0,2364,buffer_switch,0.177,0.146,0.077,0.063,1584.5231875,9.979
INT_R,EE2END1->>SE6BEG1,2365,buffer_switch,0.177,0.146,0.077,0.063,1584.5231875,9.979
INT_R,EE2END2->>SE6BEG2,2366,buffer_switch,0.179,0.148,0.078,0.064,1584.5231875,9.979
INT_R,EE2END3->>SE6BEG3,2367,buffer_switch,0.179,0.148,0.078,0.064,1584.5231875,9.979
INT_R,EE2END0->>SE2BEG0,2368,buffer_switch,0.138,0.114,0.041,0.033,1185.1186875,8.473
INT_R,EE2END1->>SE2BEG1,2369,buffer_switch,0.138,0.114,0.041,0.033,1185.1186875,8.473
INT_R,EE2END2->>SE2BEG2,2370,buffer_switch,0.138,0.114,0.042,0.034,1185.1186875,8.473
INT_R,EE2END3->>SE2BEG3,2371,buffer_switch,0.138,0.114,0.042,0.034,1185.1186875,8.473
INT_R,EE2END0->>NR1BEG0,2372,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_R,EE2END1->>NR1BEG1,2373,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_R,EE2END2->>NR1BEG2,2374,buffer_switch,0.131,0.108,0.056,0.046,1162.20225,8.429
INT_R,EE2END3->>NR1BEG3,2375,buffer_switch,0.131,0.108,0.056,0.046,1162.20225,8.429
INT_R,EE2END0->>NN6BEG0,2376,buffer_switch,0.180,0.149,0.081,0.067,1584.5231875,9.979
INT_R,EE2END1->>NN6BEG1,2377,buffer_switch,0.180,0.149,0.081,0.067,1584.5231875,9.979
INT_R,EE2END2->>NN6BEG2,2378,buffer_switch,0.185,0.153,0.084,0.069,1584.5231875,9.979
INT_R,EE2END3->>NN6BEG3,2379,buffer_switch,0.185,0.153,0.084,0.069,1584.5231875,9.979
INT_R,EE2END0->>NN2BEG0,2380,buffer_switch,0.132,0.109,0.060,0.050,1185.1186875,8.473
INT_R,EE2END1->>NN2BEG1,2381,buffer_switch,0.132,0.109,0.060,0.050,1185.1186875,8.473
INT_R,EE2END2->>NN2BEG2,2382,buffer_switch,0.133,0.110,0.060,0.050,1185.1186875,8.473
INT_R,EE2END3->>NN2BEG3,2383,buffer_switch,0.133,0.110,0.060,0.050,1185.1186875,8.473
INT_R,EE2END0->>NE6BEG0,2384,buffer_switch,0.176,0.145,0.076,0.062,1584.5231875,9.979
INT_R,EE2END1->>NE6BEG1,2385,buffer_switch,0.176,0.145,0.076,0.062,1584.5231875,9.979
INT_R,EE2END2->>NE6BEG2,2386,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_R,EE2END3->>NE6BEG3,2387,buffer_switch,0.177,0.146,0.078,0.064,1584.5231875,9.979
INT_R,EE2END0->>NE2BEG0,2388,buffer_switch,0.134,0.111,0.041,0.033,1185.1186875,8.473
INT_R,EE2END1->>NE2BEG1,2389,buffer_switch,0.134,0.111,0.041,0.033,1185.1186875,8.473
INT_R,EE2END2->>NE2BEG2,2390,buffer_switch,0.139,0.115,0.042,0.034,1185.1186875,8.473
INT_R,EE2END3->>NE2BEG3,2391,buffer_switch,0.139,0.115,0.042,0.034,1185.1186875,8.473
INT_R,EE2END0->>ER1BEG1,2392,buffer_switch,0.124,0.103,0.044,0.036,1162.20225,8.429
INT_R,EE2END1->>ER1BEG2,2393,buffer_switch,0.122,0.101,0.044,0.036,1162.20225,8.429
INT_R,EE2END2->>ER1BEG3,2394,buffer_switch,0.122,0.101,0.044,0.036,1162.20225,8.429
INT_R,EE2END0->>EL1BEG_N3,2395,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_R,EE2END0->>EE4BEG0,2396,buffer_switch,0.165,0.136,0.070,0.057,1237.5,9.404
INT_R,EE2END1->>EE4BEG1,2397,buffer_switch,0.165,0.136,0.070,0.057,1237.5,9.404
INT_R,EE2END2->>EE4BEG2,2398,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_R,EE2END3->>EE4BEG3,2399,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_R,EE2END0->>EE2BEG0,2400,buffer_switch,0.139,0.115,0.061,0.050,1185.1186875,8.473
INT_R,EE2END1->>EE2BEG1,2401,buffer_switch,0.139,0.115,0.061,0.050,1185.1186875,8.473
INT_R,EE2END2->>EE2BEG2,2402,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_R,EE2END3->>EE2BEG3,2403,buffer_switch,0.134,0.111,0.060,0.050,1185.1186875,8.473
INT_R,EE2END1->>EL1BEG0,2404,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_R,EE2END2->>EL1BEG1,2405,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_R,EE2END3->>EL1BEG2,2406,buffer_switch,0.123,0.102,0.043,0.035,1162.20225,8.429
INT_R,EE2END3->>WR1BEG_S0,2407,buffer_switch,0.124,0.103,0.043,0.035,1162.20225,8.429
INT_R,EE2END3->>ER1BEG_S0,2408,buffer_switch,0.124,0.103,0.044,0.036,1162.20225,8.429
INT_R,EE4END3->>LH12,2409,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
INT_R,ER1END0->>LV18,2410,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
INT_R,ER1END1->>CLK1,2411,buffer_switch,0.175,0.153,0.071,0.058,1915.178375,15.097
INT_R,FAN_ALT0->>FAN_BOUNCE0,2412,buffer_switch,0.178,0.147,0.059,0.049,1476.4880625,0.000
INT_R,FAN_ALT0->>FAN0,2413,buffer_switch,0.179,0.148,0.055,0.045,3489.880625,0.000
INT_R,GCLK_B0->>GCLK_B0_EAST,2414,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
INT_R,LH0->>WW4BEG3,2415,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_R,LH6->>WW4BEG1,2416,buffer_switch,0.168,0.139,0.072,0.059,1237.5,9.404
INT_R,LH12->>WW4BEG0,2417,buffer_switch,0.168,0.139,0.072,0.059,1237.5,9.404
INT_R,LH0->>NW6BEG3,2418,buffer_switch,0.178,0.147,0.078,0.064,1584.5231875,9.979
INT_R,LH6->>NW6BEG1,2419,buffer_switch,0.175,0.144,0.075,0.062,1584.5231875,9.979
INT_R,LH12->>NW6BEG0,2420,buffer_switch,0.175,0.144,0.075,0.062,1584.5231875,9.979
INT_R,LOGIC_OUTS2->>WW4BEG2,2421,buffer_switch,0.167,0.138,0.072,0.059,1237.5,9.404
INT_R,LOGIC_OUTS0->>WW2BEG0,2422,buffer_switch,0.143,0.118,0.063,0.052,1185.1186875,8.473
INT_R,LOGIC_OUTS1->>WW2BEG1,2423,buffer_switch,0.143,0.118,0.063,0.052,1185.1186875,8.473
INT_R,LOGIC_OUTS2->>WW2BEG2,2424,buffer_switch,0.142,0.118,0.063,0.052,1185.1186875,8.473
INT_R,LOGIC_OUTS3->>WW2BEG3,2425,buffer_switch,0.142,0.118,0.063,0.052,1185.1186875,8.473
INT_R,LOGIC_OUTS0->>WL1BEG_N3,2426,buffer_switch,0.124,0.103,0.042,0.034,1162.20225,8.429
INT_R,LOGIC_OUTS0->>SW2BEG0,2427,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS1->>SW2BEG1,2428,buffer_switch,0.132,0.109,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS2->>SW2BEG2,2429,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS3->>SW2BEG3,2430,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS0->>SR1BEG1,2431,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_R,LOGIC_OUTS1->>SR1BEG2,2432,buffer_switch,0.140,0.116,0.057,0.047,1162.20225,8.429
INT_R,LOGIC_OUTS2->>SR1BEG3,2433,buffer_switch,0.140,0.116,0.057,0.047,1162.20225,8.429
INT_R,LOGIC_OUTS0->>NL1BEG_N3,2434,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,LOGIC_OUTS2->>NW6BEG2,2435,buffer_switch,0.178,0.147,0.078,0.064,1584.5231875,9.979
INT_R,LOGIC_OUTS0->>NW2BEG0,2436,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS1->>NW2BEG1,2437,buffer_switch,0.137,0.113,0.041,0.033,1185.1186875,8.473
INT_R,LOGIC_OUTS2->>NW2BEG2,2438,buffer_switch,0.140,0.116,0.043,0.035,1185.1186875,8.473
INT_R,LOGIC_OUTS3->>NW2BEG3,2439,buffer_switch,0.140,0.116,0.043,0.035,1185.1186875,8.473
INT_R,LOGIC_OUTS1->>WL1BEG0,2440,buffer_switch,0.123,0.102,0.042,0.034,1162.20225,8.429
INT_R,LOGIC_OUTS2->>WL1BEG1,2441,buffer_switch,0.123,0.102,0.042,0.034,1162.20225,8.429
INT_R,LOGIC_OUTS3->>WL1BEG2,2442,buffer_switch,0.124,0.103,0.042,0.034,1162.20225,8.429
INT_R,LOGIC_OUTS1->>NL1BEG0,2443,buffer_switch,0.130,0.107,0.053,0.044,1162.20225,8.429
INT_R,LOGIC_OUTS2->>NL1BEG1,2444,buffer_switch,0.130,0.107,0.053,0.044,1162.20225,8.429
INT_R,LOGIC_OUTS3->>NL1BEG2,2445,buffer_switch,0.131,0.108,0.054,0.044,1162.20225,8.429
INT_R,LOGIC_OUTS3->>SR1BEG_S0,2446,buffer_switch,0.132,0.109,0.056,0.046,1162.20225,8.429
INT_R,LV18<<->>LH12,2447,buffer_switch,0.301,0.249,0.131,0.108,756.9375,13.478
IO_INT_INTERFACE_L,INT_INTERFACE_LOGIC_OUTS_L_B0->>INT_INTERFACE_LOGIC_OUTS_L0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
IO_INT_INTERFACE_R,INT_INTERFACE_LOGIC_OUTS_B0->>INT_INTERFACE_LOGIC_OUTS0,472,buffer_switch,0.186,0.154,0.070,0.057,1325.8925625,5.962
LIOB33,IOB_DIFFO_OUT0->IOB_DIFFO_IN1,659,pass_transistor,,,,,0.000,
LIOB33,IOB_O0->>IOB_O_OUT0,2489,buffer,0.001,0.001,0.001,0.001,0.0,
LIOB33,IOB_T0->>IOB_T_OUT0,2490,buffer,0.000,0.000,0.000,0.000,0.0,
LIOB33,IOB_DIFFO_IN1->>IOB_PADOUT1,2491,buffer,0.001,0.001,0.001,0.001,0.0,
LIOI3,IOI_BYP3_0->IOI_RCLK_DIV_CLR3,659,pass_transistor,,,,,0.000,
LIOI3,IOI_ILOGIC0_O->>IOI_LOGIC_OUTS18_1,2686,buffer_switch,0.030,0.027,0.015,0.004,0.0,0.000
